,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,https://tripadvisor.com
142,Moma Rest & Cafe,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",143,4,$$ - $$$,351,"'Great place', 'Momazing', '12/27/2017', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3382820-Reviews-Moma_Rest_Cafe-Athens_Attica.html
143,Nakama,Athens,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options'",144,4.5,$$ - $$$,152,"'Fantastic sushi', 'Amazing', '11/08/2017', '10/23/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7710190-Reviews-Nakama-Athens_Attica.html
144,Montakiou,Athens,"'Cafe', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",145,5,$,42,"'Service with a smile :)', 'Nice and good', '11/24/2017', '10/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d12495424-Reviews-Montakiou-Athens_Attica.html
145,The James Joyce,Athens,"'Irish', 'Bar', 'European', 'Pub', 'Vegetarian Friendly'",146,4,$$ - $$$,234,"'Nice atmosphere', 'Great Pub', '09/28/2017', '09/09/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2661414-Reviews-The_James_Joyce-Athens_Attica.html
146,Chocolat Royal,Athens,"'Mediterranean', 'Greek', 'International', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",147,4.5,$$ - $$$,647,"'DONT MISS IT! Unique!', 'NIGHT OUT', '01/10/2018', '01/09/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d6628677-Reviews-Chocolat_Royal-Athens_Attica.html
147,Anglais Athens,Athens,"'Italian', 'Mediterranean', 'Greek', 'Vegetarian Friendly'",148,4.5,$$ - $$$,57,"'Great place', 'Oh What a view!!!!!!', '12/10/2017', '11/18/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d12872324-Reviews-Anglais_Athens-Athens_Attica.html
148,Tylixto Greek Wrap,Athens,"'Fast Food', 'Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly'",149,4.5,$,165,"'Great location', 'Tasty tasty', '12/13/2017', '10/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8263416-Reviews-Tylixto_Greek_Wrap-Athens_Attica.html
149,The Zillers,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",150,4,$$ - $$$,157,"'Very nice location', 'Nice evening overlooking the Acropolis!', '11/22/2017', '11/11/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10304175-Reviews-The_Zillers-Athens_Attica.html
150,Heterocliton Wine Bar,Athens,"'Bar', 'Greek', 'Wine Bar'",151,4.5,$$ - $$$,141,"'Good choice of Greek wines by the glass in...', 'Family Stop At Excellent Wine Bar', '01/08/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d6404043-Reviews-Heterocliton_Wine_Bar-Athens_Attica.html
151,Colibri,Athens,"'Italian', 'Pizza', 'International', 'Vegetarian Friendly'",152,4,$,216,"'Nice burger place', 'Great food', '09/04/2017', '07/14/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3645679-Reviews-Colibri-Athens_Attica.html
152,A for Athens Breakfast Lounge,Athens,"'Bar', 'Mediterranean', 'Greek', 'Vegan Options'",153,4.5,$$ - $$$,316,"'Breakfast looking at Acropolis', 'Go for the sunset views', '12/22/2017', '12/19/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3773993-Reviews-A_for_Athens_Breakfast_Lounge-Athens_Attica.html
153,School Pizza Bar,Athens,"'Italian', 'Bar', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options'",154,4,$$ - $$$,296,"'Yes, it is a good place to be', 'Super food on the terrace', '12/10/2017', '11/12/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d6754964-Reviews-School_Pizza_Bar-Athens_Attica.html
154,Oikeio,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",155,4,$$ - $$$,391,"'Great Greek Food', 'WE WENT TWICE !', '01/02/2018', '12/02/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d816414-Reviews-Oikeio-Athens_Attica.html
155,Rififi,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",156,4.5,$$ - $$$,169,"'excellent', 'Very Good -- Nice Outside Seating', '01/08/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d2388376-Reviews-Rififi-Athens_Attica.html
156,Klepsidra Cafe,Athens,"'Cafe', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",157,4.5,$,217,"'Great food on a cold night', 'Worth the hunt', '12/20/2017', '11/16/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3293192-Reviews-Klepsidra_Cafe-Athens_Attica.html
157,GH Attikos Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",158,4,$$ - $$$,336,"'First time in Athens- must try', 'Great staff', '11/20/2017', '11/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d695906-Reviews-GH_Attikos_Restaurant-Athens_Attica.html
158,The Lazy Bulldog Pub,Athens,"'American', 'Bar', 'British', 'Pub'",159,4.5,$$ - $$$,86,"'England in your glass!', 'Excellent Bar!', '11/11/2017', '11/09/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d9558284-Reviews-The_Lazy_Bulldog_Pub-Athens_Attica.html
159,Jing Chinese Restaurant,Athens,"'Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options'",160,4.5,$$ - $$$,242,"'Excellent Szechuan Cuisine', 'Authentic Sichuan in Athens', '11/20/2017', '11/11/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8557832-Reviews-Jing_Chinese_Restaurant-Athens_Attica.html
160,BabaJi Indian Food,Athens,"'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",161,4.5,$$ - $$$,103,"'Best food in Athens', 'A very decent and smoke free restaurant', '12/30/2017', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10700222-Reviews-BabaJi_Indian_Food-Athens_Attica.html
161,Neoklassiko,Athens,"'Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",162,4.5,$,244,"'Great Food', 'Gyros', '01/02/2018', '12/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4063605-Reviews-Neoklassiko-Athens_Attica.html
162,The Old Tavern of Psarras,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",163,4,$$ - $$$,1192,"'Lovely place', 'Good food, interesting staff', '12/25/2017', '12/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d793490-Reviews-The_Old_Tavern_of_Psarras-Athens_Attica.html
163,Katsourbos,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",164,4.5,$$ - $$$,173,"'What an amazing surprise visiting Katsourb...', 'So hospitiable!', '01/08/2018', '12/11/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d807538-Reviews-Katsourbos-Athens_Attica.html
164,Trattoria Plaka,Athens,"'Pizza', 'Mediterranean', 'Greek', 'Italian', 'Vegan Options', 'Vegetarian Friendly'",165,4.5,$$ - $$$,206,"'Greek and Mediterranean specialities in th...', 'Great greek food', '11/04/2017', '10/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2073639-Reviews-Trattoria_Plaka-Athens_Attica.html
165,Harvest Coffee & Wine,Athens,"'Cafe', 'Wine Bar', 'Vegetarian Friendly'",166,4,$$ - $$$,192,"'Cozy and friendly', 'Perfect for a coffee and a quick bite afte...', '12/30/2017', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3935972-Reviews-Harvest_Coffee_Wine-Athens_Attica.html
166,Manas Kouzina-Kouzina,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",167,4.5,$$ - $$$,311,"'Tasty food But....', 'Excellent homemade Greek cuisine, inexpens...', '12/28/2017', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d6998712-Reviews-Manas_Kouzina_Kouzina-Athens_Attica.html
167,Estiatorio Milos,Athens,"'Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",168,4.5,$$$$,292,"'A classic choice of excellence', ""Wonderful fish dinner - best I've had in a..."", '11/07/2017', '09/25/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d695934-Reviews-Estiatorio_Milos-Athens_Attica.html
168,Cave of Acropolis,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",169,4,$$ - $$$,532,"'In the Shadow of the Acropolis', 'Ideal', '10/30/2017', '10/25/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3135266-Reviews-Cave_of_Acropolis-Athens_Attica.html
169,Hi-Fai Grill House,Athens,"'Steakhouse', 'Greek', 'Barbecue', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",170,5,$,44,"'Nice Greek grill place', 'Great authentic greek food!', '12/16/2017', '11/13/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10228129-Reviews-Hi_Fai_Grill_House-Athens_Attica.html
170,Falafel House,Athens,"'Lebanese', 'Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options'",171,4.5,$,124,"'Cracking good falafel', 'The zen Falafel', '01/01/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7690668-Reviews-Falafel_House-Athens_Attica.html
171,43 Sarantatrio,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",172,4.5,$$ - $$$,236,"'Awesome taste , small plates', 'When you want to return the following day...', '12/20/2017', '11/17/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4556238-Reviews-43_Sarantatrio-Athens_Attica.html
172,Diporto,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",173,4.5,$,169,"'Revithia', 'Time machine authentic Greek taverna', '12/28/2017', '12/03/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1198294-Reviews-Diporto-Athens_Attica.html
173,Vlassis Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",174,4.5,$$ - $$$,218,"'Excellent value for money!', 'Excellent Dining Experience', '11/03/2017', '10/29/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1045585-Reviews-Vlassis_Restaurant-Athens_Attica.html
174,Prosopa,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",175,4.5,$$ - $$$,227,"'Excellent', 'Best place for dinner', '01/05/2018', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d798713-Reviews-Prosopa-Athens_Attica.html
175,Novagea,Athens,"'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",176,5,$,81,"'Excellent assortment of fresh juices', 'Very refreshing!', '12/26/2017', '12/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8505067-Reviews-Novagea-Athens_Attica.html
176,Aster,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",177,4.5,$,99,"'Excellent!', 'GORGEOUS', '11/06/2017', '10/08/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4507363-Reviews-Aster-Athens_Attica.html
177,Eat at Milton's,Athens,"'Contemporary', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",178,4,$$$$,583,"'Cozy place.', 'Good food not where you expect', '11/13/2017', '10/31/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1066684-Reviews-Eat_at_Milton_s-Athens_Attica.html
178,Stick Bar,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",179,4.5,$,128,"'Lovely Greek Food!', 'A Lovely Lunch Place in Kolonaki', '12/22/2017', '12/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7155687-Reviews-Stick_Bar-Athens_Attica.html
179,Restaurant at the Acropolis Museum,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",180,4,$$ - $$$,940,"'Good deserts, great views', 'Good, but expensive', '12/10/2017', '10/31/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2076068-Reviews-Restaurant_at_the_Acropolis_Museum-Athens_Attica.html
180,Athiri,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",181,4.5,$$ - $$$,222,"'Really good Greek inspired food', '합리적인 가격의 현대 그리스 요리를 맛볼 수 있는 곳', '12/28/2017', '12/16/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d938839-Reviews-Athiri-Athens_Attica.html
181,Ex Archis Gevmatopoleio,Athens,"'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options'",182,4.5,$,200,"'A true Greek experience!', 'Amazing', '09/11/2017', '08/10/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4578179-Reviews-Ex_Archis_Gevmatopoleio-Athens_Attica.html
182,Fabrica De Vino,Athens,"'Bar', 'Greek', 'Wine Bar', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options'",183,4.5,$$ - $$$,136,"'Saturday Night', 'Superb!', '11/05/2017', '10/29/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3814481-Reviews-Fabrica_De_Vino-Athens_Attica.html
183,Nice n Easy,Athens,"'Mediterranean', 'European', 'Greek', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",184,4,$$ - $$$,258,"'Never disappoints', 'Good breakfast', '11/12/2017', '10/07/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3709392-Reviews-Nice_n_Easy-Athens_Attica.html
184,Taverna Tou Psirri,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",185,4,$$ - $$$,283,"'Amazing taste and authentic Greek!', 'Probably more for the meateaters', '12/09/2017', '11/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1503450-Reviews-Taverna_Tou_Psirri-Athens_Attica.html
185,Baba Ghanoush,Athens,"'Greek', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options'",186,4.5,$,77,"'Amazing food!', 'Our favorite place for food', '01/07/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d7910167-Reviews-Baba_Ghanoush-Athens_Attica.html
186,Salero,Athens,"'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options'",187,4.5,$$ - $$$,194,"'the salt of life', 'Good food,a tad expensive', '12/23/2017', '11/02/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2027557-Reviews-Salero-Athens_Attica.html
187,Xenios Zeus,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",188,4.5,$$ - $$$,217,"'excellent lunch', 'Amazing food and atmosphere', '11/04/2017', '10/27/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4428621-Reviews-Xenios_Zeus-Athens_Attica.html
188,Bock Beer Restaurant,Athens,"'Bar', 'European', 'Central European', 'Czech'",189,4.5,$$ - $$$,246,"'Excellent!', 'Excellent beer & food, cozy restaurant, lo...', '12/25/2017', '11/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d6591179-Reviews-Bock_Beer_Restaurant-Athens_Attica.html
189,Oinopoleion,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",190,4.5,$$ - $$$,192,"'The best place in Athens', 'One of the best taverns in Psirri', '11/25/2017', '11/05/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2357231-Reviews-Oinopoleion-Athens_Attica.html
190,Gevomai Kai Magevomai,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",191,4.5,$,72,"'Few steps off the crowd of Thissio an oasi...', 'Exceptional & insider tip!!!', '07/16/2017', '06/06/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4943546-Reviews-Gevomai_Kai_Magevomai-Athens_Attica.html
191,Piazza Duomo,Athens,"'Italian', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",192,4,$$ - $$$,461,"'Great location', 'Excellent service, great Pizza, coffee and...', '01/02/2018', '12/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2524102-Reviews-Piazza_Duomo-Athens_Attica.html
192,Gyristroula,Athens,"'Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly'",193,4,$,226,"'Although we were somewhat persuaded by a v...', 'Pleasant experience', '11/05/2017', '09/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3569773-Reviews-Gyristroula-Athens_Attica.html
193,Pera,Athens,"'Mediterranean', 'Greek', 'Middle Eastern', 'Armenian', 'Arabic', 'Vegetarian Friendly', 'Vegan Options'",194,4.5,$,62,"'Best Greek and Mediterranean food in 52 co...', 'Excellent Food', '12/20/2017', '12/16/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7906947-Reviews-Pera-Athens_Attica.html
194,Kiouzin,Athens,"'Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",195,4.5,$$ - $$$,37,"'High level tastes', 'Delicious food, friendly staff', '01/04/2018', '12/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d12325911-Reviews-Kiouzin-Athens_Attica.html
195,Mirch Indian Take Away,Athens,"'Indian', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options'",196,4,$,370,"'Good Food', 'delicious greek indian mixture food.', '01/07/2018', '09/08/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3989750-Reviews-Mirch_Indian_Take_Away-Athens_Attica.html
196,Mylolithos,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",197,4.5,$$ - $$$,113,"'Lovely find', 'Very good Greek food, in a boisterous urba...', '09/20/2017', '09/09/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d6673096-Reviews-Mylolithos-Athens_Attica.html
197,Seychelles,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",198,4,$$ - $$$,329,"'Strange restaurant !!!!!!!!!!!!', 'Alternative and good', '12/03/2017', '10/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7134440-Reviews-Seychelles-Athens_Attica.html
198,Indian Masala,Athens,"'Indian', 'Vegetarian Friendly', 'Vegan Options'",199,4,$$ - $$$,341,"'Delicious Indian food', 'good indian food', '01/07/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d1875088-Reviews-Indian_Masala-Athens_Attica.html
199,Mystic Pizza & Pasta,Athens,"'Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",200,4.5,$,129,"'Great small restaurant', 'Great pasta, especially the store-made tag...', '01/03/2018', '12/11/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4067862-Reviews-Mystic_Pizza_Pasta-Athens_Attica.html
0,Uma,Barcelona,"'International', 'Mediterranean', 'Fusion', 'European', 'Spanish'",1,5,$$$$,792,"'Perfect atmosphere and location', 'Perfection', '01/08/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g187497-d8003030-Reviews-Uma-Barcelona_Catalonia.html
1,Viana,Barcelona,"'International', 'Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",2,5,$$ - $$$,2707,"'Wow! Best ever!', 'Small menu-- GET A RESERVATION', '01/06/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g187497-d8531409-Reviews-Viana-Barcelona_Catalonia.html
2,Blavis,Barcelona,"'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",3,5,$$ - $$$,643,"'The whole package', 'Incredible Service and Tapas!', '01/10/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g187497-d3353672-Reviews-Blavis-Barcelona_Catalonia.html
3,My Restaurant,Barcelona,"'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",4,5,$$ - $$$,159,"'Fantastic evening!!', 'Perfect meal', '01/07/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g187497-d12643500-Reviews-My_Restaurant-Barcelona_Catalonia.html
4,Bodega Biarritz,Barcelona,"'Mediterranean', 'Spanish', 'Wine Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",5,5,$$ - $$$,1078,"'Deserves its reputation!', 'THESE ARE THE TAPAS!', '01/05/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g187497-d11906544-Reviews-Bodega_Biarritz-Barcelona_Catalonia.html
5,Santa Rita Experience,Barcelona,"'Mediterranean', 'Spanish', 'European', 'Fusion', 'Vegan Options', 'Gluten Free Options'",6,5,$$$$,329,"'Simply Excellent', ""Best Food I've had in a lifetime. Hands d..."", '01/09/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g187497-d7057940-Reviews-Santa_Rita_Experience-Barcelona_Catalonia.html
6,Rudi of Pirate Cooking,Barcelona,"'Mediterranean', 'Fusion', 'Spanish'",7,5,$$ - $$$,110,"'Delicious and interesting night!', 'interestin experience', '01/09/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g187497-d11752110-Reviews-Rudi_of_Pirate_Cooking-Barcelona_Catalonia.html
